user,item,rating
5229,80999,5
5229,112132,4
5229,28824,5
5229,83373,5
5229,72437,5
5229,85664,5
5229,33591,4
5229,124621,5
5229,126235,5
5229,89817,5
9541,28674,5
9541,129875,5
9541,107098,5
9541,109400,5
4612,92970,4
4612,27255,5
4612,99939,5
4612,47311,5
4612,89026,5
4612,95198,5
4612,21935,5
4612,19007,5
9600,53864,5
9600,130771,5
9600,48036,5
9600,82888,5
8487,48036,5
8487,134293,5
8487,58617,5
8487,23971,5
8487,82888,5
8487,47311,5
8487,65736,3
8487,27978,5
8487,44320,5
8487,103719,5
8487,56704,5
8487,43349,5
8487,11324,5
8487,38369,5
8487,49873,5
8487,72649,5
8487,36488,5
9551,100113,4
9551,101109,5
9551,48036,5
9551,9727,5
9551,131021,5
9551,55394,5
9551,57315,5
9551,55948,5
9551,26481,5
9551,76866,5
9551,19931,5
9551,123815,5
10058,65638,5
10058,28223,5
10090,1962,5
10090,125461,5
10090,79830,5
9951,126801,5
8309,30255,5
8309,84830,5
8309,44581,5
8309,119031,5
8309,10980,5
10166,2390,5
10166,24822,5
10166,79830,5
9096,134293,2
9096,63587,5
9096,11324,5
9096,125240,5
9096,85664,5
9096,79831,5
9096,27978,5
9096,5833,5
9096,71298,5
9096,19931,5
9096,79757,5
10125,48036,5
10125,18620,5
9419,53864,5
9419,130771,5
9419,48036,5
9363,134293,5
9363,6345,5
9363,23971,5
9363,78207,5
9363,65736,5
9363,44320,5
9363,103719,5
9363,48036,5
9363,19931,5
4613,42656,5
4613,73878,5
4613,92970,4
4613,27255,5
4613,99939,5
4613,47311,5
4613,95198,5
4613,21935,5
4613,19007,5
9798,130771,5
9798,48036,5
9798,82888,5
5015,116419,5
5015,31601,5
5015,24831,5
9889,7284,5
9889,108238,5
9889,19931,5
9889,50643,5
8970,121048,5
8970,121326,5
8970,129875,5
8970,52494,5
8970,12647,5
8970,58234,5
8970,8654,5
8970,55580,5
8970,124140,5
8970,40181,5
8970,24822,5
9158,48036,5
9158,29384,5
9158,58903,5
9158,16956,5
9158,27429,5
9158,13420,5
9158,8156,5
9158,69148,5
5027,41535,5
5027,77790,5
5027,56476,5
5027,36398,5
5027,121326,5
5027,116998,5
9856,84830,5
9925,121326,5
9925,75570,5
9925,7492,5
4611,33591,5
4611,27255,5
4611,92970,4
4611,99939,5
4611,89026,5
4611,95198,5
4611,21935,5
4611,19007,5
7939,99199,4
7939,108161,5
7939,58617,4
7939,79136,5
7939,54914,5
7939,12391,5
7939,114449,5
7939,4870,4
7939,6016,5
7939,3551,5
7939,45589,5
10329,48540,5
10329,14245,5
10329,43508,5
10329,24822,5
9761,2390,5
9761,11333,5
9761,92570,5
9761,15434,5
9761,71865,5
9761,48144,5
9594,71298,5
9594,48540,5
9594,124845,5
9594,131583,5
9594,34401,5
9594,48036,5
9594,124140,5
9487,103719,5
9487,134293,5
9487,6345,5
9487,58617,5
9487,23971,5
9487,37293,5
9487,3194,4
9487,78207,5
9487,103974,5
9487,49873,5
9487,65736,5
9487,44320,5
9487,5833,5
9487,76866,5
9487,19931,5
9487,36488,5
9487,48036,5
9487,56704,5
4930,11333,5
10165,2390,5
10165,95705,5
10165,1962,5
10165,24822,5
10165,79830,5
8544,25585,5
8544,48036,5
8544,79757,5
8544,20060,5
8544,93019,5
8544,37851,5
8544,73826,5
8196,26425,5
8196,94258,5
8196,114622,5
8196,94151,5
8196,68621,5
8196,95471,5
8196,58528,5
8196,92943,5
8196,121326,5
8196,76063,5
8196,117888,5
8196,96613,5
8196,131021,5
8196,91702,3
8196,116998,5
8196,124279,5
8196,66134,5
8196,118663,5
8196,99316,5
8196,47917,5
8196,49873,5
8196,84910,5
8196,125240,5
8196,119397,5
9635,30255,5
9635,93023,5
9635,108238,5
9635,117666,5
9635,19931,5
9635,5833,5
9635,65887,5
8909,45589,5
8909,11324,5
8909,113724,5
8909,48036,5
8909,63294,5
8909,63883,5
8909,114449,5
8909,57315,5
8909,13767,5
8909,124279,5
8909,113826,5
8909,55580,5
8909,43349,5
8909,82888,5
8370,99316,5
8370,95471,5
8370,48036,5
8370,118189,5
8370,94151,5
8370,68621,5
8370,49873,5
8370,58528,5
8370,92943,5
8370,76063,5
8370,121326,5
8370,117888,5
8370,131021,5
8370,96613,5
8370,116998,5
8370,116961,5
8370,55948,5
8370,71298,5
8370,119397,5
8370,66134,5
8370,99092,5
8370,118663,5
8370,47917,5
8370,84910,5
8370,11324,5
9244,58234,5
9244,121048,5
9244,129875,5
9244,121326,5
9244,12647,5
9244,55580,5
9244,124140,5
9244,96277,5
9244,24822,5
5014,116419,4
5014,6940,5
5014,31601,5
5014,24831,5
10054,45589,5
10054,65154,5
10054,81028,5
10054,71677,5
10054,209,5
9642,101109,5
9642,48036,5
9642,100113,5
9642,9727,5
9642,131021,5
9642,55394,5
9642,55948,5
9642,26481,5
9642,19931,5
9642,123815,5
9797,131583,5
9797,71298,5
9797,122632,5
9797,48036,5
9797,128247,5
9550,127659,5
9550,30255,5
9550,79136,5
9550,12391,5
9550,114449,5
9550,73007,5
9550,34326,5
9550,11333,5
9550,5833,5
9550,48144,5
9550,19931,5
9550,45589,5
9550,3551,5
5483,94151,5
5483,42656,5
9948,130771,5
9948,48036,5
9948,45589,5
5872,113724,5
5872,79831,5
5872,124140,5
5497,25585,5
5497,111293,5
5497,24174,5
5497,54233,5
5497,35691,5
5497,56545,5
10057,48036,5
10057,79830,5
10057,126801,5
10057,22107,5
10257,48540,5
8721,131996,5
7002,85664,5
7002,90467,5
4550,33591,5
4550,19368,5
4550,107128,5
4550,42656,5
4550,73878,5
4550,27255,5
4550,99939,5
4550,95198,5
4550,21935,5
4550,19007,5
10089,3296,5
10089,75570,5
10089,121326,5
10089,79830,5
9730,30255,5
9730,79136,5
9730,19931,5
9730,12391,5
9730,34326,5
9730,114449,5
9730,73007,5
9730,5833,5
9730,48144,5
9730,11333,5
9730,99199,5
4834,25585,5
4834,92970,4
4521,56149,4
4521,79831,5
4845,78055,5
4845,19282,5
4845,34401,5
4845,80999,5
4845,112132,4
4845,28824,5
4845,83373,5
4845,72437,5
4845,33591,4
4845,124621,5
4845,126235,5
4845,54914,5
2087,101009,5
2087,79831,5
10198,48540,5
10198,1962,5
10198,24822,5
10197,43508,5
10197,48036,5
10197,126801,5
10197,1962,5
10197,79830,5
10270,48540,5
10270,2390,5
10270,95705,5
10270,26481,5
10270,19931,5
10270,24822,5
8520,118189,5
8520,14245,5
8520,94151,5
8520,68621,5
8520,36168,5
8520,48036,5
8520,35691,5
8520,95471,5
8520,58528,5
8520,92943,5
8520,121326,5
8520,117888,5
8520,131021,5
8520,96613,5
8520,116998,5
8520,116961,5
8520,124279,5
8520,55948,5
8520,99092,5
8520,71999,5
8520,118663,5
8520,99316,5
8520,47917,5
8520,84910,5
8520,66134,5
8520,50643,5
8520,125240,5
8520,9077,5
8520,21582,5
8520,49873,5
10272,48540,5
10272,2390,5
10272,26481,5
10272,24822,5
8535,65736,5
8535,7284,5
3596,57534,5
3596,72607,5
3596,122833,5
3596,108401,5
3596,64997,5
3596,65630,5
3596,9855,5
3596,53916,5
1465,113620,3
1465,7257,5
1465,3946,5
1465,41535,4
1465,164,5
1465,63964,1
5817,56147,5
5817,123798,5
10295,48540,5
10295,24822,5
10295,43508,5
8282,48036,5
8282,3194,4
8282,134293,5
8282,23971,5
8282,65736,5
8282,27978,5
8282,103719,5
8282,56704,5
8282,6016,5
8282,43349,5
8282,72649,5
8282,36488,5
10006,28674,5
10006,129875,5
9861,101109,5
9861,48036,5
9861,26481,5
9861,100113,5
9861,9727,5
9861,131021,5
9861,55394,5
9861,126801,5
9861,101055,5
9861,128247,5
9098,5122,5
9098,22721,5
9098,48036,5
9098,65638,5
9098,51803,5
9098,27337,5
9098,79757,5
9098,20060,5
9098,82888,5
9098,93019,5
9098,37851,5
1874,108938,5
1874,18314,4
1874,87274,5
1874,56476,5
1874,36398,5
1874,66134,5
1874,96508,5
1874,41535,4
1874,28674,5
1874,65067,5
1874,81889,5
1874,127325,5
1874,54950,5
9637,101109,5
10324,48540,5
10324,28223,5
10324,48036,5
10324,18620,5
10324,43508,5
9887,76063,5
9887,72978,4
9887,128770,5
9887,48036,5
4322,41535,4
4322,96508,5
4322,39396,5
4322,77680,5
4322,44212,5
4322,121326,5
9923,30255,5
9923,79136,5
9923,45589,5
9923,28223,5
9923,114449,5
9923,3551,5
6536,22599,5
10319,48036,5
10319,58528,5
10124,48540,5
10060,29384,5
10060,72978,4
10060,28223,5
9590,48540,5
9590,108238,5
9590,92970,4
9590,123905,5
10318,28223,5
10318,126801,5
10318,43508,5
10310,48540,5
10310,43508,5
9431,63294,5
9431,75570,5
9431,57315,5
9431,13767,5
9431,113826,5
9431,55948,5
9431,21582,5
9431,55580,5
9431,16956,5
9431,82888,5
9431,72978,5
9431,48036,5
8514,22107,4
8514,18620,5
8514,120330,5
9891,103719,5
9891,134293,5
9891,48036,5
9891,6345,5
9891,47311,5
9891,23971,5
9891,19931,5
9891,37293,5
9891,3194,4
8486,53864,5
8486,22107,5
8486,48036,5
8486,18620,5
8486,84910,5
8486,50643,5
8486,87175,4
5347,56476,5
5347,14751,5
5347,11233,5
5347,27429,4
5347,101055,5
5347,209,5
5347,110303,5
10252,48540,5
10252,48036,5
10252,43508,5
10252,18620,5
10225,48540,5
10225,1962,5
10225,125461,5
8125,26425,5
8125,33591,5
8125,3194,4
8125,134293,5
8125,23971,5
8125,54233,5
8125,65736,5
8125,103719,5
8125,56704,5
8125,72649,5
8125,45589,5
8125,36488,5
8031,41535,5
8031,39396,5
8031,48036,5
8031,26425,5
8031,94151,5
8031,13629,5
8031,68621,5
8031,114622,5
8031,92943,5
8031,54742,5
8031,117888,5
8031,96613,5
8031,131021,5
8031,116998,5
8031,91702,3
8031,99316,5
8031,84910,5
8031,47917,5
8031,66134,5
8031,125240,5
8031,124279,5
8031,119397,5
9835,43508,5
9835,121048,5
9835,129875,5
9835,121326,5
9835,7432,5
9835,55580,5
9835,124140,5
10126,48036,5
10126,45589,5
10126,130771,5
8975,79054,5
8975,7583,5
8975,37293,4
5498,118185,5
5498,56476,5
5498,14657,5
5498,27429,5
5498,121404,5
5498,68459,5
10201,48540,5
10201,1135,5
9161,94151,5
9161,127359,5
9161,95471,5
9161,48036,5
9161,118189,4
9161,6345,5
9161,75570,5
9161,90467,5
9161,13767,5
9161,128247,5
9161,13698,5
9161,55948,5
9161,84495,3
9161,21582,5
9161,116998,4
9161,117888,5
9161,119397,5
9161,119698,5
9161,99316,5
9161,47917,5
9161,84910,5
9161,66134,5
9161,124845,5
9161,49873,5
9161,1135,4
9161,118663,5
10229,63883,5
10229,22337,5
10293,48540,5
10293,82888,5
10293,1135,5
10273,73007,5
10273,11333,5
10309,48540,5
10309,2390,5
10309,3296,5
10309,43508,5
10323,126801,5
10323,28223,5
939,18620,5
939,8156,1
939,2100,5
939,9050,5
939,96508,5
939,62494,5
939,36980,5
939,7284,5
939,65736,5
7968,54233,5
7968,53864,5
7968,30255,5
7968,55252,4
7968,130324,5
7968,116180,5
7968,10980,5
7968,124131,5
7968,98763,5
7932,41535,5
7932,114622,5
7932,68621,5
7932,94151,5
7932,39396,5
7932,100572,5
7932,26425,5
7932,92943,5
7932,54742,5
7932,117888,5
7932,96613,5
7932,131021,5
7932,99316,5
7932,47917,5
10001,101109,5
10001,48036,5
10001,55394,5
10001,1962,5
10001,11233,5
10001,19931,5
10001,100113,5
10001,9727,5
8903,95471,5
8903,14245,5
8903,127359,5
8903,119698,5
8903,113724,5
8903,11324,5
8903,48036,5
8903,94151,5
8903,58528,5
8903,6345,5
8903,100391,5
8903,92943,5
8903,1135,5
8903,121326,5
8903,128770,5
8903,117888,5
8903,131021,5
8903,90467,5
8903,96613,5
8903,116998,5
8903,116961,5
8903,84495,5
8903,65154,5
8903,13698,5
8903,55948,5
8903,119397,5
8903,99092,5
8903,118663,5
8903,99316,5
8903,84910,5
8903,47917,5
8903,66134,5
8903,125240,5
8903,13767,5
8903,116474,5
8903,51734,5
4983,94482,5
4983,83480,4
4983,77672,5
4983,122833,5
4983,51527,5
4983,30255,5
4983,108401,5
4983,29721,5
4983,116180,5
4983,65630,5
4983,9855,5
4983,61755,5
4983,116208,5
4983,53916,5
4983,121326,5
4983,124279,5
10223,48540,5
10223,2390,5
10223,121326,5
427,13012,4
427,57637,2
427,116961,5
427,95471,5
9792,5122,5
9792,34326,5
9792,51803,5
9792,48036,5
9792,21382,5
10010,43508,5
10010,121048,5
10010,129875,5
10010,121326,5
10010,24822,5
10010,55580,4
10196,81028,5
10196,47311,5
10196,71677,5
7940,53864,5
7940,30255,5
7940,39396,5
7940,119031,5
7940,55252,4
7940,130324,5
7940,116180,5
7940,54233,5
7940,10980,5
7940,98763,5
10059,58528,4
10059,30255,5
10059,121048,5
10059,93023,5
10059,19931,5
10059,108238,4
10059,7284,5
10259,130771,5
10259,48036,5
10259,43508,5
10289,48540,5
10289,29384,5
10289,82888,5
10289,43508,5
10320,48540,5
10320,43508,5
10255,43508,5
10255,126801,5
10056,120330,5
10056,134293,5
10056,48036,5
10056,6345,5
10056,23971,5
10056,19931,5
10056,37293,5
10056,45589,5
10056,3194,4
10056,18620,5
10056,78207,5
9304,127359,5
9304,94151,5
9304,118189,5
9304,14245,5
9304,22107,5
9304,95471,5
9304,13629,5
9304,58528,5
9304,6345,5
9304,92943,5
9304,49873,5
9304,128770,5
9304,117888,5
9304,100391,5
9304,131021,5
9304,75570,5
9304,84910,5
9304,18620,5
9304,90467,5
9304,66134,5
9304,13767,5
9304,101055,5
9304,13698,5
9304,55948,5
9304,84495,3
9304,21582,5
9304,119397,5
9304,118663,5
9304,119698,3
9304,99316,5
9304,47917,5
9304,48036,5
9304,124845,4
9304,1135,4
9304,76866,5
10164,100113,5
10164,101109,5
10164,48036,5
10164,120330,5
10164,55394,5
10164,126801,5
5708,33738,5
5708,20231,5
5708,56476,5
5708,20802,5
5708,91213,5
5708,88317,5
10092,93437,5
10092,73007,5
10092,79136,5
10092,19931,5
10092,11333,5
10092,45589,5
10256,79830,5
10256,48036,5
10256,126801,5
7967,64478,5
7967,53864,5
7967,30255,5
7967,39396,5
7967,55252,4
7967,130324,5
7967,116180,5
7967,54233,5
7967,10980,5
7967,124131,5
10321,63996,5
10321,80392,5
10321,43508,5
8169,94258,5
8169,71999,5
8169,37851,5
8169,99092,5
8169,53471,5
8169,65887,5
10288,82888,5
10288,71677,5
10288,3296,5
10288,43508,5
10288,209,5
10288,81028,5
9949,65638,5
9949,48036,5
9949,79830,5
9949,29384,5
9949,18620,5
9949,55580,5
9949,128770,5
9949,126801,5
1466,37293,3
1466,3946,5
1466,121123,5
1466,101009,5
1466,54233,4
1466,100572,5
9420,118189,5
9420,95471,5
9420,58528,5
9420,92943,5
9420,49873,5
9420,128770,5
9420,71298,5
9420,100391,5
9420,131021,5
9420,75570,5
9420,18620,5
9420,90467,5
9420,66134,5
9420,13767,5
9420,55948,5
9420,21582,5
9420,84495,4
9420,119397,5
9420,16956,5
9420,119698,5
9420,128247,5
9420,99316,5
9420,47917,5
9420,124845,4
9420,84910,5
9420,48036,5
9420,118663,5
10202,48540,5
10202,29384,5
10269,101109,5
10269,48036,5
10269,26481,5
10269,55394,5
10269,19931,5
10269,126801,5
10269,1962,5
9295,130771,5
9295,18620,5
9295,48036,5
9295,57539,5
9295,132520,5
9295,22337,5
9295,47152,5
9295,76154,5
9295,16956,3
9295,79054,5
9295,79136,5
9295,6016,5
9295,44320,5
9295,5833,5
9295,71298,5
9295,99199,4
9295,61468,5
9295,76866,5
10311,82888,5
10311,3551,5
10311,43508,5
10311,73007,5
10311,11333,5
10258,76063,5
5133,5122,5
5133,56476,5
5133,83373,5
5133,25208,5
5133,15516,5
5133,42656,5
5133,9727,5
5133,59346,5
5133,130918,5
5133,93019,5
5133,43245,5
5133,92880,5
9595,118189,5
9595,49873,5
9595,2046,5
9595,58528,5
9595,48036,5
9595,128770,5
9595,117888,5
9595,100391,5
9595,131021,5
9595,18620,5
9595,90467,5
9595,66134,5
9595,13767,5
9595,57315,5
9595,55948,5
9595,26481,5
9595,84910,5
9595,119397,5
9595,22107,5
9595,119698,5
9595,93023,5
9595,118663,5
9595,124845,5
10292,82888,5
10292,134293,5
10292,48036,5
10292,43508,5
10292,23971,5
10292,18620,5
10180,43508,5
10180,121048,5
10180,3296,5
10180,58234,5
10180,121326,5
10180,129875,5
10180,1962,5
10180,24822,5
9796,118189,5
9796,127359,4
9796,2046,5
9796,58528,5
9796,48036,5
9796,26481,5
9796,93023,5
9796,128770,5
9796,117888,5
9796,84910,5
9796,100391,5
9796,131021,5
9796,21582,5
9796,118663,5
9796,119698,5
9796,18620,5
9796,90467,5
9796,66134,5
9796,65154,5
9796,57315,5
9796,128247,5
9796,22107,5
9796,124845,5
9796,84495,3
10253,63996,5
10253,80392,5
9585,130771,5
9585,24174,5
9585,132520,5
9585,30255,5
9585,68562,5
9585,76063,5
9585,72978,5
9585,71865,5
9585,55948,5
9585,26481,5
9585,18620,5
9585,124140,5
9585,48036,5
9585,124845,5
9585,123995,5
10204,134293,5
10204,48036,5
10204,18620,5
10204,19931,5
10204,23971,5
10271,48540,5
10271,132853,5
10271,45589,5
10271,48036,5
6869,57534,5
6869,108238,3
6869,118806,5
6869,94482,5
6869,760,5
6869,13151,5
6869,32906,4
6869,3194,5
6869,107599,5
6869,44839,5
6869,12545,5
6869,83480,4
10315,100113,5
10315,50643,5
10327,132520,5
10327,30255,5
10327,63883,5
10327,2046,5
10327,43508,5
10327,3296,5
10327,48036,5
10224,30255,5
10224,19931,5
10224,73007,5
10224,83373,5
10224,126801,5
10224,3551,5
10224,82888,5
10224,11333,5
10224,79136,5
2104,60853,5
2104,9911,3
2104,18314,5
2104,20707,5
2104,77790,5
2104,13698,5
2104,68185,4
2104,96508,5
2104,121326,5
2104,71687,5
2104,101778,5
10179,121048,5
10179,3296,5
10179,58234,5
10179,26481,5
10179,24822,5
10179,43508,5
10179,79830,5
10051,48036,1
10051,76154,5
10051,65638,5
10051,29384,5
10051,25208,5
10051,22337,5
10051,79054,5
10051,61468,5
10051,130771,5
10051,13979,5
10051,1955,5
10051,128770,5
9953,118189,5
9953,126801,5
9953,66134,5
9953,2046,5
9953,68621,5
9953,93023,5
9953,1962,5
9953,75570,5
9953,128770,5
9953,117888,5
9953,100391,5
9953,84910,5
9953,116998,5
9953,22107,5
9953,131021,5
9953,21582,5
9953,118663,5
9953,90467,5
9953,127359,5
9953,119698,5
9953,84495,1
9953,18620,5
10167,79830,5
10167,30255,5
10167,1962,5
10167,72978,5
10167,48036,5
10167,55580,5
10007,55394,5
10007,56149,5
10007,79831,5
6313,119346,5
6313,7284,5
6313,11233,5
10011,96841,5
10011,43508,5
10011,71865,5
10254,63883,5
10254,82888,5
10254,63294,5
10254,48036,5
10254,72978,5
10122,30255,5
10122,43508,5
10122,68562,5
10122,48036,5
10122,6345,5
10122,124845,5
10122,1962,5
10122,76063,5
10122,24174,5
10122,45589,5
10122,72978,5
10122,18620,5
10122,130771,5
9245,121048,5
9245,129875,5
9245,121326,5
9245,12647,5
9245,55580,5
9245,24822,5
9245,124140,5
9245,96277,5
10317,30255,5
10317,71865,5
10317,48036,5
10317,58528,5
10317,45589,5
10317,18620,5
10317,43508,5
10317,24174,5
10274,118189,5
10274,48540,5
10274,65154,5
10274,36398,5
10274,71865,5
10274,12367,5
10274,43508,5
10013,96841,5
10013,84910,5
9791,79054,5
9791,130771,5
9791,22337,5
9791,47152,5
9791,76154,5
9791,34326,5
9791,71298,5
9791,25208,5
9791,57315,5
9791,128770,5
9791,48036,5
9791,18620,5
9791,99199,5
10322,48540,5
10322,126801,5
10322,43508,5
10322,127359,5
10322,100391,5
10322,18620,5
10322,28223,5
10322,118663,5
10322,48036,5
10123,48540,5
10123,2046,5
10123,1135,5
10123,48036,5
10123,124845,5
10123,68621,5
10123,1962,5
10123,100391,5
10123,118663,5
10123,13629,5
10123,128770,5
10123,126801,5
10123,127359,5
10123,116998,5
10123,18620,5
10291,58528,5
10291,130771,5
10291,82888,5
10291,209,5
10291,3296,5
10291,22337,5
10291,65638,5
10291,79054,5
10291,48036,5
10291,58057,5
10291,76154,5
10291,1955,5
10261,1135,5
10261,84910,5
10261,48036,5
10261,18620,5
10261,100391,5
10261,124845,5
10261,126801,5
10261,99199,4
10261,1962,5
10261,93023,5
10261,76063,5
10261,118663,5
10313,41706,3
10313,94258,5
10313,58528,5
10313,43508,5
9639,125039,5
9639,52505,5
9639,8139,5
9639,30255,5
9639,108238,5
9639,3194,4
9639,11378,5
9639,99782,5
9632,78207,5
9632,114263,5
9632,24822,5
9632,99092,5
251,486,5
6559,108161,5
6559,12566,4
6559,3823,5
6559,122473,5
6559,42570,5
6061,63883,5
6061,22337,5
6061,12647,5
4860,63294,5
4860,56840,5
4860,88674,5
4860,26726,5
4085,96613,5
4085,96277,5
2139,37357,5
2139,2046,5
2139,42162,5
2139,98382,5
2139,65887,5
1061,119191,5
1061,129104,5
257,486,5
5054,33591,4
4804,99939,5
4804,95198,5
4804,33591,3
7098,92970,3
1195,108161,5
7975,26425,5
4048,30255,5
4048,83480,3
4048,66336,5
4048,28674,5
5440,128770,5
8910,48036,5
1541,20823,3
1541,103731,5
1541,8503,5
1541,87841,5
1541,19931,5
1541,69148,5
1571,13012,5
1571,3956,5
1571,24174,5
1571,52829,5
1571,72607,5
1571,35691,5
3888,116180,2
3888,98763,5
5258,51734,5
5258,119346,5
5258,7284,5
5258,98382,5
5574,108161,5
5574,122473,5
5574,42570,5
578,3416,5
578,4901,5
578,7432,4
578,8586,5
578,103974,5
578,79136,5
578,108161,5
578,127659,5
578,73007,5
578,96798,5
578,13012,4
7278,14245,5
7278,56476,5
7278,96277,5
9097,94258,5
9097,76063,5
9097,48144,5
9097,101055,5
630,20495,2
630,14707,5
630,52829,5
630,114622,5
630,103719,5
4803,73878,5
4803,99939,5
4803,89026,5
4803,95198,5
4803,19368,5
4803,33591,3
1641,3956,5
1641,52829,5
1641,72607,5
1641,24174,5
1641,35691,5
8281,13629,5
8281,48036,5
8281,113724,5
8281,58234,4
5096,56840,5
5096,88674,5
5096,26726,5
5096,50567,5
8833,48036,5
8833,11324,5
7541,14245,5
7541,77680,5
7541,96277,5
7541,93019,5
8908,99092,5
1109,33738,5
1109,108161,5
1109,25208,5
1109,73007,5
1109,96798,5
6877,36168,5
6877,3823,5
1525,3956,5
1525,72607,5
1525,52829,5
1525,24174,5
1525,35691,5
7004,12698,5
7739,8156,5
7739,26425,5
7739,121404,5
7739,58903,5
7739,27429,5
7739,13420,5
7739,19230,5
7739,6016,5
7739,37143,5
7739,69148,5
7739,56545,5
623,14707,5
623,52829,5
623,114622,5
623,119346,5
490,3416,5
490,7432,5
490,4901,5
490,73007,5
490,79136,5
490,13420,5
490,108161,5
490,127659,5
490,96798,5
490,13012,5
1223,78733,5
1223,8503,5
1223,19931,5
1107,103974,5
1107,108161,5
1107,25208,5
1107,73007,5
1107,96798,5
8866,96277,5
8866,121326,5
1110,33738,4
1110,108161,5
1110,25208,5
1110,73007,5
1110,96798,5
1097,119191,5
1097,61755,5
1097,80403,5
1097,119346,5
2022,20495,4
2022,119191,5
2022,37357,5
2022,111103,5
2022,129104,5
2022,98382,5
2022,116457,5
8649,30255,5
8649,84830,5
8649,119031,5
8649,98763,5
9587,44320,5
9587,48036,5
631,20495,2
631,14707,5
631,52829,5
631,114622,5
631,103719,5
624,14707,5
624,103719,5
624,114622,5
624,52829,5
624,119346,5
766,3658,5
766,928,5
766,28674,5
1700,29311,5
1700,96613,5
1700,96277,5
5938,79757,5
5938,33591,5
5137,34401,5
2401,5122,5
2401,25585,5
2401,52829,5
2401,51803,5
2401,93019,5
2401,96508,5
7784,108161,5
7784,42570,5
7784,68562,5
7784,6016,5
1854,121326,5
8893,50643,5
8893,88242,5
7279,56476,5
7279,8156,5
7279,121404,5
7279,58903,5
7279,27429,5
7279,19230,5
7279,37143,5
7279,69148,5
7279,56545,5
7142,100572,5
7142,118189,5
7142,94258,5
9294,48036,5
8265,13629,5
8265,22107,5
8265,96277,5
8265,43349,5
8265,50643,5
8265,93019,5
254,7722,5
697,4901,5
697,3416,5
697,33738,5
697,39396,5
697,108161,5
697,28223,5
697,127659,5
697,73007,5
697,96798,5
6362,15786,5
6362,125039,5
8981,48036,5
8981,11324,5
8981,76866,5
4541,118806,5
4541,33591,3
4541,67936,3
4541,50746,5
4541,37303,4
7974,7492,5
7974,132961,5
7974,8654,5
1553,72607,5
720,4901,5
720,119346,4
720,52829,5
6418,108161,5
6418,3823,5
6418,42570,5
5302,108238,3
5302,123905,5
5020,56840,5
5020,26726,5
3538,103974,5
3538,108161,5
3538,4870,4
3538,25208,5
7935,14245,5
7935,26425,5
7935,96277,5
7935,1135,5
7935,93019,5
4984,80445,5
4984,85664,5
4984,65154,5
7470,108161,5
7470,42570,5
1108,108161,5
1108,25208,5
1108,73007,5
1108,96798,5
5225,56840,5
5225,26726,5
9160,48036,5
9160,34401,5
700,3416,4
700,103974,5
700,108161,5
700,73007,5
4982,92970,4
4046,103974,5
4046,108161,5
4046,4870,4
4046,25208,5
5829,49120,5
5829,36168,5
5829,12566,3
5829,35691,5
5829,65736,5
5829,36488,5
4317,7432,1
4317,108161,5
4317,58057,2
274,3956,5
274,52829,5
274,14707,5
6596,22337,5
6596,12647,5
1992,52829,5
1992,34401,5
1992,24174,5
1992,35691,5
1992,3956,5
3793,83480,3
3793,28674,5
6054,56840,5
6054,26726,5
7143,99199,5
7143,96277,5
7143,93019,5
5875,114622,5
5875,51734,5
5875,121048,5
5875,98382,5
5875,93023,5
7635,12566,4
7635,26425,5
7635,121404,5
7635,58903,5
7635,27429,5
7635,19230,5
7635,37143,5
7635,69148,5
7635,56545,5
2519,50010,5
2519,65067,5
2519,123565,5
5968,79757,5
5968,33591,5
5967,79757,5
5967,33591,5
5283,42656,5
5283,92970,4
5283,85213,5
4967,33591,5
4967,89026,5
1166,119346,2
1166,117666,5
1166,119191,5
1166,61755,5
83,60612,5
5297,106114,5
5297,108999,5
8443,68221,3
8443,69464,5
8443,92673,5
3825,105955,5
3825,87119,5
8251,54233,5
5601,55358,5
3611,132186,4
5546,89010,4
5605,124218,5
8555,102711,3
6689,108999,5
5859,118438,4
2318,16451,5
2318,53357,5
7428,97403,5
3338,74170,5
3826,105955,5
2479,30885,4
5567,89567,5
5690,65369,5
8571,71991,5
2439,128764,5
3035,370,5
3035,77471,5
3035,53357,5
5246,131801,5
9617,97403,5
5676,79286,5
5676,106134,5
5676,126801,5
6552,76244,5
9528,83374,5
5484,89010,4
1122,76244,5
1122,89567,5
4155,116057,5
9757,93437,5
5023,106114,5
1226,131801,5
3634,123861,3
6750,7854,5
4814,39396,5
3141,77471,5
3141,53357,5
3141,91700,5
2153,105955,5
5651,104049,5
9566,89567,5
6354,71999,5
5744,19838,5
6149,85028,5
9621,97403,5
4499,9537,5
7158,105955,5
6172,127267,4
3441,102476,5
9703,103792,5
2629,127267,4
5682,370,5
5751,106134,5
5751,79286,5
5751,105955,5
5751,87119,5
5751,370,5
1886,129060,4
5995,18831,5
3543,121096,5
9935,40758,4
3140,77471,5
3140,53357,5
5996,18831,5
10015,131801,5
7778,89010,4
6746,104049,5
6746,7854,5
5806,80868,5
6870,110889,4
6870,131801,5
2677,97403,5
5395,69260,4
1630,71991,5
7181,127267,4
7181,121096,5
7427,21382,5
7427,71999,5
6373,86662,5
2070,25678,5
8177,45480,5
6965,129060,4
9053,31595,5
7860,69260,4
9755,93437,5
5209,76824,5
3973,104049,5
3973,81711,5
3973,127267,4
3973,99931,5
1513,106134,5
8081,58511,5
8081,45480,5
5978,18831,5
