user,item,rating
4557,90422,5
4557,75337,4
4557,36454,5
4557,53471,5
4557,16232,5
9028,124279,5
9028,96277,5
9028,99092,5
9028,55394,5
9028,121326,5
8735,46544,5
8735,118185,5
8735,128090,4
8735,34527,5
4746,90422,5
4746,120005,5
4746,122438,4
4746,81627,4
5308,15992,5
5308,9521,5
5308,114578,5
5308,96710,5
5308,96841,5
8541,112056,5
8541,54096,5
8541,30885,5
8541,53108,4
8541,73642,5
889,87274,5
889,64374,5
889,117038,3
3757,66783,2
10148,58787,5
5368,7659,5
5368,90422,5
5368,84301,5
2125,7583,5
2125,12704,5
2125,130854,5
5539,116679,5
5539,120005,5
5539,32692,5
5427,119574,5
5427,54096,5
5427,30885,5
5427,83374,5
5427,68221,5
5425,49856,1
5425,111726,3
5425,9521,5
5425,109516,5
5425,30885,5
5425,68221,5
5425,92673,5
4130,116876,4
4130,38596,5
4130,60591,3
4130,2090,5
4130,44839,4
4130,44840,5
4130,115159,5
4130,100572,5
4130,64997,5
4130,106904,5
4130,21325,5
4130,129136,5
4130,124218,5
4130,43515,5
4130,82664,5
673,15120,4
673,60591,5
673,5584,5
673,79919,5
673,44259,5
673,62701,5
673,53953,5
673,36454,5
673,107733,5
841,15424,5
841,62807,5
841,6106,5
7188,82277,5
7188,44259,5
9021,48036,5
9021,51734,5
9021,30255,5
9021,49873,5
9021,115772,5
9021,13420,5
9021,21582,5
9021,22518,5
9021,65887,5
9021,10737,5
9021,129104,5
9021,19931,5
9021,76866,5
9021,45589,5
4748,90334,5
4748,70567,5
467,107128,5
467,6029,5
7453,116772,5
7453,38135,5
4963,32692,4
4963,65023,5
4963,128760,4
4963,88317,5
4963,70567,5
6076,69925,5
6076,63996,5
8539,65369,4
8539,10498,5
5491,7659,1
5491,111726,5
2194,6940,5
2194,124579,5
2194,53471,5
641,15941,3
641,15840,5
641,5785,4
641,3443,4
9747,127028,4
6766,15786,5
6766,74880,5
6766,47718,4
4628,16451,5
1703,25707,5
1703,19452,5
1703,32423,5
1703,43241,5
1703,73545,4
1703,6940,5
1703,10890,5
1703,88448,5
1703,95067,5
1703,41725,5
1703,90719,5
6699,116772,5
6699,95067,5
6699,23598,5
6699,38135,5
2,8699,5
2,3415,5
2,122473,5
2,114346,5
2,133397,2
2,53471,5
209,123798,5
209,78309,4
209,89757,5
209,486,5
6741,65369,5
6741,79600,5
8744,77039,5
8744,55565,5
8744,80529,5
5965,34308,5
912,51538,5
3838,15992,5
3838,82277,5
3838,72126,5
3838,60112,5
3838,24537,5
3201,36454,5
6406,48918,5
6406,113186,5
4244,6807,5
4244,32692,2
4244,112056,5
4244,42309,4
4244,88317,5
4244,70567,3
1401,2090,5
1401,124139,5
1401,34988,5
1401,61027,5
1401,87960,5
1401,92214,5
1401,125453,5
434,27033,4
434,7722,4
434,2011,5
434,5798,4
434,16612,5
434,3415,5
434,12555,5
434,6106,5
434,534,3
434,88524,5
434,43241,4
434,27205,5
434,23636,2
434,53953,5
434,10104,3
434,9130,4
9868,30885,5
9868,78207,5
9868,53108,4
1785,110889,5
1785,8139,5
1785,15171,5
1785,50172,5
1785,8953,4
3729,40849,5
3729,36454,5
3729,84617,5
4247,32692,3
4247,194,5
4247,9683,5
4247,42309,5
4247,88317,5
7393,6807,5
7393,12391,5
7393,116419,5
7393,6940,5
7393,63883,5
7393,31601,5
7393,65630,5
7393,24831,5
7393,92673,5
1492,42003,3
1492,15171,5
3426,94440,1
3426,76563,5
3426,79496,3
3426,88317,5
6402,27205,5
6402,46544,5
6402,80462,5
6402,10498,5
6402,23598,5
6402,15171,5
6402,124218,5
6402,66783,3
6402,16232,5
1302,18906,3
1302,117368,5
1302,19452,5
3391,18906,5
3391,53471,5
3391,90422,5
8397,88524,3
8397,7659,5
8397,61027,5
8397,62807,5
358,109107,5
358,8953,3
8688,30296,5
3730,40849,5
3730,36454,5
3730,84617,5
1997,18906,5
1997,58707,5
1997,36168,5
1997,100310,5
1997,63996,5
1997,6940,3
1997,48907,4
1997,13979,5
1997,44365,5
1997,122482,5
1997,9800,5
1997,11881,5
6147,90422,5
8460,133332,5
8809,110106,5
8809,76563,4
8809,12545,5
7324,86923,5
6371,116986,5
6371,23824,5
6371,53953,5
3821,26763,5
3821,83374,5
5957,74922,5
5957,75337,5
5957,63996,5
10083,122482,5
7327,40849,5
7327,47192,5
7327,36454,5
7327,1412,5
5964,116772,5
5964,96394,5
5964,53270,5
5964,17093,5
3917,97692,4
3917,41017,2
3917,81455,5
3917,86535,5
3917,43163,4
9282,56149,5
9282,67566,5
9282,76063,5
9282,45133,5
9282,66134,5
9282,45480,5
4649,116772,5
4649,16451,5
8441,32333,5
8441,66479,5
8441,41227,5
672,15120,4
672,18236,5
672,79919,5
672,5584,5
672,62701,5
672,36454,5
672,7854,5
672,107733,5
1032,115202,5
1032,110889,4
1032,36454,5
1032,132520,5
2892,27205,3
2892,75337,5
2892,112056,5
2892,33408,4
2892,88317,5
7145,88524,5
7145,128090,5
7145,75337,4
7145,34308,5
3841,60112,5
3841,12704,5
3841,89109,2
3841,24537,5
3841,37140,5
1778,43241,5
1778,54914,5
1778,3443,5
1778,81627,3
3756,66783,2
2894,76563,5
2894,70567,5
2894,129060,4
2894,88317,5
6872,73545,4
6872,34818,5
6872,85603,4
4246,32692,4
4246,128760,4
4246,94440,3
4246,120202,5
4246,79496,2
4246,88317,5
8461,112712,5
7801,8573,5
7801,73826,5
7801,92625,5
5658,68494,5
5658,120202,5
5658,53471,5
5658,50172,5
5452,15992,5
5452,119574,5
5452,9521,5
5452,109516,5
5452,114578,5
5452,83374,5
3293,122833,5
3293,84301,5
3293,16232,5
677,15120,4
677,51941,3
677,56353,5
677,79919,5
677,62701,5
677,36454,5
677,7854,5
677,107733,5
2678,53118,5
2678,27337,5
2678,14657,4
2678,60339,5
2678,73642,5
9869,27164,4
679,12297,5
679,15120,5
679,60710,5
679,79919,5
679,34308,5
679,62701,5
679,36454,5
679,107733,5
5039,90422,5
5039,120202,5
5039,29063,4
5039,53471,5
5039,36454,5
5039,43245,5
5039,72597,5
2406,9688,5
2406,34818,5
2406,121638,5
2406,117368,5
2406,88448,4
2406,128090,5
2406,131221,5
6407,27205,5
6407,17239,5
6407,46544,5
6407,80462,5
6407,44565,5
6407,23598,5
6407,15171,5
6407,87960,5
6407,66783,4
6407,16232,5
142,6761,2
142,33165,4
142,534,3
142,69925,5
142,84301,4
142,23896,4
142,23636,5
9943,34988,5
570,27033,4
570,7722,5
570,15424,3
570,2011,3
570,51088,3
570,534,3
570,12555,4
570,2604,4
570,16612,5
570,17239,5
570,56289,5
570,65023,5
570,92382,5
570,38467,5
179,47197,5
179,91122,5
179,8139,5
179,31988,5
179,70567,5
4745,120005,5
4745,90422,5
4745,72126,5
4745,81627,4
6279,120202,5
10139,62807,5
10139,7583,5
9641,56147,5
139,15424,5
139,69925,5
139,23896,5
139,534,3
139,81627,4
139,87960,5
5667,117368,5
5667,91705,5
5667,17093,5
5667,112712,5
140,23896,5
140,534,3
140,69925,5
140,84301,4
140,81627,4
140,87960,5
6860,69925,5
1693,104154,5
2791,36454,5
4648,84285,5
4648,17239,5
4648,100980,5
4648,32692,5
4648,76563,5
4648,15171,5
4648,7499,5
3527,52075,5
3527,11881,5
9942,34988,5
9942,7583,5
3497,7659,5
3497,10498,5
3497,66783,4
3497,7499,5
4523,127267,4
2966,40758,5
2966,99744,2
2966,56289,4
2966,72126,5
2966,80462,5
2966,126801,5
2966,112712,5
2966,16232,5
2966,113186,5
4793,48456,5
4793,87225,5
4793,51101,5
1567,50771,3
1567,35289,5
1567,15938,4
1567,52829,5
1567,83353,5
1567,68523,5
1567,93871,5
6986,53118,5
6986,64807,5
6986,5584,5
6986,92625,5
1702,9213,5
1702,19452,5
1702,100980,5
1702,73545,4
1702,88524,5
1702,32423,5
1702,6940,5
1702,32241,5
1702,16451,5
1702,95067,5
1702,41725,5
1702,53953,4
4303,64396,4
4303,9481,5
676,15120,4
676,91700,5
676,79919,5
676,7854,5
676,36454,5
676,107733,5
5951,75181,4
5951,118840,5
5951,37140,5
5951,36454,5
5951,117368,5
5951,118185,5
5951,6807,5
5951,132961,5
5951,12704,5
5951,130854,5
5951,61027,5
5951,7583,5
9906,105169,5
9906,123286,4
9906,105529,5
447,12698,5
447,10104,4
447,16612,5
1848,60339,5
1848,59143,4
1848,118185,5
1848,76524,5
1848,120202,5
1848,44565,5
1848,65023,5
1848,90422,5
1848,64478,5
1848,7499,5
1848,91122,5
7980,7583,5
7980,72126,5
7980,27337,5
7980,9077,5
7723,114456,5
7723,25318,5
7723,127267,4
8394,23896,5
8394,24274,5
8394,48036,5
8394,89026,5
8394,48312,5
8394,85166,5
8394,83402,5
8394,24059,2
8394,126300,4
8288,80462,5
9387,90899,5
9034,14245,5
9034,127359,5
9034,48036,5
9034,95471,5
9034,94151,5
9034,117888,4
9034,6345,5
9034,100391,5
9034,92943,5
9034,121326,5
9034,128770,5
9034,131021,5
9034,96613,5
9034,90467,5
9034,18620,5
9034,116998,5
9034,84495,5
9034,65154,5
9034,13698,5
9034,55948,5
9034,119397,5
9034,99092,5
9034,16956,5
9034,119698,5
9034,118663,5
9034,99316,5
9034,84910,5
9034,47917,5
9034,66134,5
9034,11324,5
9034,13767,5
9034,125240,5
9034,51734,5
1381,50771,5
1381,87274,5
1381,81122,5
1381,27337,3
1381,98864,5
1381,113620,5
1381,15938,5
1381,38835,3
1381,3658,3
1381,116694,5
1381,77672,5
5426,35453,5
5426,114263,5
1381,99211,5
5426,72597,5
2954,88524,5
2954,72126,5
2954,131996,5
2954,133759,5
4647,17239,3
2954,16232,5
2954,9077,5
4647,100980,5
4647,60591,5
4647,84285,5
4647,32692,5
4647,76563,5
4647,30158,5
4647,15171,5
4647,65481,5
4647,16232,5
4647,7499,5
3197,117450,5
3197,12698,5
3197,124139,5
3197,59133,5
3197,82664,5
3197,37851,5
6143,84301,4
6143,80462,5
6143,65369,5
3204,85152,5
3204,127028,4
3204,65369,3
5537,194,5
5537,42003,5
5537,84071,5
5537,120005,5
5537,63996,5
5537,1412,5
5537,33408,4
5537,129060,4
5537,116679,5
5537,81627,5
5537,9683,5
5537,30296,5
5537,91122,5
5537,70567,5
9426,7583,5
4141,36454,2
4141,118438,4
4141,34308,5
4141,127028,5
4141,62807,5
4141,15516,5
4141,72069,5
2195,59143,4
2195,74356,5
2195,32692,5
2195,16451,5
2195,53708,5
2195,15171,5
2195,62807,5
2195,36454,5
2195,124139,5
2195,9077,5
3982,122438,5
3982,6940,5
3982,34818,4
3982,53270,5
3982,109333,5
6017,75337,4
3834,82277,5
6017,81627,5
6017,109107,5
3834,122438,5
3834,72126,5
3834,111726,5
3834,60112,5
3834,37140,5
3834,12704,4
3834,89109,5
3834,24537,5
3834,82476,5
3156,1349,4
3156,88524,5
3156,31986,5
3156,16232,5
7799,114159,5
7799,8573,5
7799,73826,5
7799,92625,5
7799,100310,5
7799,5584,5
7799,27978,5
9386,90422,5
9386,129152,5
9386,76824,5
9386,31595,5
5312,42003,5
5312,99744,4
5312,35291,3
5312,92382,5
