user,raw_id_product,rating
66783,400017,2
10104,400017,4
4901,400017,4
49856,11228097,1
9521,11228097,5
30885,11228097,5
114578,11228097,5
96710,11228097,5
83374,11228097,5
73642,11228097,5
74922,3031999,5
68185,48583258,5
78055,48583258,5
56149,48583258,5
27337,48583258,5
66134,48583258,5
83374,48583258,5
45480,48583258,5
37293,48583258,5
64807,12383679,5
107733,12383679,5
12555,442783,4
16612,442783,5
55358,442783,4
133397,442783,4
10104,442783,3
6940,38417457,4
81880,5079051,5
75181,5079051,4
15171,863707,5
50172,863707,5
8953,863707,4
53708,11306513,5
11881,11306513,5
66783,752476,4
54914,50594222,5
15941,447869,4
38467,447869,5
7722,447869,5
2011,447869,5
534,447869,3
44565,447869,5
22033,447869,5
126300,23799983,5
8573,46930951,5
92625,46930951,5
36454,20421650,5
53270,56511853,5
104154,56511853,5
20231,500769,5
76563,500769,5
79496,500769,5
10916,3336551,5
35691,3336551,4
64807,3336551,5
43245,3336551,5
54914,3336551,5
50363,4628715,5
92880,55196214,5
27033,450870,5
2011,450870,5
534,450870,3
99744,450870,4
10104,450870,3
90719,52423044,5
2750,52423044,5
11881,52423044,5
107746,542923,5
11518,59548341,5
2315,44983207,5
15424,475828,5
5798,475828,5
2011,475828,5
88524,475828,5
32423,545548,5
6106,545548,5
53270,56511849,5
104154,56511849,5
92880,55187170,5
9537,10641027,5
33332,415936,5
9728,415936,5
7890,415936,4
7040,415936,4
53270,56603322,5
104154,56603322,5
6575,415936,5
48717,415936,5
1349,415936,5
110106,47504722,5
88448,47504722,5
24537,47504722,5
91122,47504722,5
40758,5146211,5
58511,383364,5
123798,383364,5
78309,383364,4
486,383364,5
15120,457257,4
79919,457257,5
77672,457257,4
36454,457257,5
107733,457257,5
63996,32080642,5
8156,50350065,5
31988,50350065,5
48036,50350065,5
121404,50350065,5
58903,50350065,5
27429,50350065,5
13420,50350065,5
19230,50350065,5
10737,50350065,4
37143,50350065,5
69148,50350065,5
113186,50298244,5
116419,44640289,5
24831,44640289,5
68185,44640289,5
78055,44640289,5
66134,44640289,5
56149,44640289,5
71865,44640289,5
37293,44640289,5
109107,533676,5
33128,533676,5
16232,533676,5
35691,3336541,4
64807,3336541,5
54914,3336541,5
90719,3336541,5
9537,3336541,5
60112,7125311,5
12704,7125311,5
82476,7125311,5
90208,417838,5
35691,3336545,4
64807,3336545,5
60112,2612571,4
37140,2612571,5
89109,2612571,5
34076,2612571,5
72069,11276962,5
123798,383344,5
486,383344,5
7618,565647,5
40758,565647,5
17239,58448377,5
35691,3336547,4
64807,3336547,5
9537,3336547,3
43245,3336547,5
122438,27639434,5
53270,27639434,5
35691,1817641,4
64807,1817641,5
43245,1817641,5
9537,1817641,4
2750,1817641,5
11881,1817641,5
27205,41233875,5
58787,41233875,5
8573,46931534,5
92625,46931534,5
65447,7240659,5
66066,7240659,5
49856,11255075,1
119574,11255075,5
9521,11255075,5
114578,11255075,5
96710,11255075,5
83374,11255075,5
73642,11255075,5
49856,10738180,1
56147,10738180,5
33128,10738180,4
43515,10738180,4
73642,10738180,5
123995,10738180,5
60612,10738180,5
53270,56509081,5
20231,1535021,5
79496,1535021,5
87960,1535021,5
9683,1535021,5
54914,52726661,5
133759,52726661,5
110106,13828942,3
109516,50779509,5
6807,35862117,4
34527,35862117,5
7583,35862117,5
72069,35862117,5
7854,3241157,5
70567,3642995,3
8953,863705,4
14654,13624139,5
89418,13624139,5
65341,2213325,5
96394,2213325,5
50815,2213325,5
59440,859057,5
44113,859057,5
48670,859057,5
48821,859057,5
48717,859057,5
68494,859057,5
52075,859057,5
51941,859057,5
90516,859057,5
50010,859057,5
59143,859057,3
36980,859057,5
83374,3241599,5
30885,3241599,5
114578,3241599,5
96710,3241599,5
60112,7125321,5
12704,7125321,4
89109,7125321,5
72126,7125321,5
37140,7125321,5
120202,542980,5
107746,542980,5
10916,3336549,5
64807,3336549,5
92880,3336549,5
9537,3336549,5
43245,3336549,5
11881,3336549,5
8573,46995631,5
92625,46995631,5
119574,11255084,5
9521,11255084,5
54096,11255084,5
30885,11255084,5
68221,11255084,5
73826,3601381,5
85810,10860026,5
9521,11713386,5
54096,11713386,5
30885,11713386,5
53108,11713386,4
96710,11713386,5
27205,602445,5
25707,2794037,5
124139,579420,5
41725,579420,3
82277,4940251,5
81711,4940251,4
10851,3671663,5
44581,3671663,5
53270,56814906,5
52645,56814906,5
9481,20699899,5
94440,20699899,5
85592,20699899,5
92880,53750148,5
68221,16085854,5
119574,16085854,5
9521,16085854,5
109516,16085854,5
96710,16085854,5
83374,16085854,5
73642,16085854,5
32871,1057434,1
20231,472441,5
87960,472441,5
79496,472441,5
22599,511298,5
17239,511298,5
7618,511298,4
27033,511298,5
32871,511298,5
43241,511298,5
6106,511298,5
49856,10738182,1
56147,10738182,5
66066,10738182,4
54096,10738182,5
43515,10738182,5
123995,10738182,5
60612,10738182,5
4901,475974,5
1631,475974,4
9911,475974,5
63883,475974,5
52829,475974,5
2559,475974,5
86742,25494699,5
60112,7125313,5
37140,7125313,5
89109,7125313,5
82476,7125313,5
41227,10581168,5
24537,10581168,5
118704,15212374,5
123565,15212374,5
12555,434868,5
32423,434868,5
118704,434868,5
22033,434868,4
126300,434868,5
10104,434868,5
133332,1024355,5
79600,1024355,5
30296,1060870,5
53270,56509083,5
104154,56509083,5
12555,434867,4
22033,434867,4
76524,434867,5
106114,434867,5
10104,434867,4
124139,685889,5
38467,914486,5
20942,393554,5
12834,393554,5
8106,393554,5
3415,393554,5
45280,17045192,4
103208,17045192,1
48036,393554,5
30255,393554,5
10104,393554,4
928,393554,5
9911,393554,5
7773,393554,5
92625,19297925,5
89418,10866299,5
118704,10866299,5
1587,10019412,5
9683,9771454,5
88317,9771454,5
66066,10738194,5
33128,10738194,4
123995,10738194,5
60612,10738194,5
83374,11228095,5
119574,11228095,5
9521,11228095,5
54096,11228095,5
30885,11228095,4
53108,11228095,4
96710,11228095,5
68221,11228095,5
92673,11228095,5
53270,56509087,5
21523,20700678,5
53118,476135,5
75337,7822079,5
90422,7822079,5
50363,7822079,5
82277,2612569,5
10851,2612569,5
24537,2612569,5
60112,2612569,5
12704,2612569,4
89109,2612569,5
116419,55074313,5
68185,55074313,5
56149,55074313,5
66134,55074313,5
37293,55074313,5
83374,55074313,5
92673,55074313,5
120005,427722,5
32871,474165,5
20231,474165,5
76563,474165,5
79496,474165,5
84071,474165,5
56289,814664,4
18906,814664,5
58903,814664,5
95067,13828940,5
122438,53293051,5
120005,53293051,5
53270,53293051,5
29846,53293051,5
112056,51491975,5
21523,51491975,5
54096,51491975,5
30885,51491975,5
83374,51491975,5
78207,51491975,5
84285,1939717,5
109107,1939717,5
132961,51036502,5
6016,51036502,5
8654,51036502,5
31595,51036502,5
38369,51036502,5
53270,56509079,5
104154,56509079,5
20231,491819,5
76563,491819,5
79496,491819,5
87960,491819,5
19452,650566,5
73642,10738184,5
66066,10738184,5
33128,10738184,4
72649,10738184,5
92880,55187164,5
90719,52423042,5
11881,52423042,5
32871,3494913,5
76563,3494913,5
7618,916894,5
84285,373765,5
16451,373765,5
113006,373765,5
90719,52423046,5
9537,52423046,5
43245,52423046,4
11881,52423046,5
6940,44640186,5
63587,44640186,5
66134,44640186,5
8573,46930719,5
92625,46930719,5
5584,46930719,5
90422,2140049,5
65023,2140049,5
63996,2140049,5
44259,2916527,5
27071,2916527,5
50172,2916527,5
82277,2612565,5
60112,2612565,5
12704,2612565,5
89109,2612565,5
37140,2612565,5
119574,11255086,5
9521,11255086,5
30885,11255086,5
114578,11255086,5
96710,11255086,5
73642,11255086,5
14654,13624115,5
118704,13624115,5
29063,13624115,4
40849,13624115,5
35691,1817635,4
9537,1817635,5
43245,1817635,5
2750,1817635,5
14654,15212372,5
89418,15212372,5
118704,15212372,5
40849,15212372,4
35691,1817633,5
43245,1817633,5
11881,1817633,5
43245,52423040,4
11881,52423040,5
27205,4940253,5
82277,4940253,5
81711,4940253,4
27071,20337449,3
34308,36601445,5
7583,36601445,5
94440,12120084,5
7583,12120084,5
92214,12120084,5
89109,2612573,5
24537,2612573,5
60112,2612573,5
37140,2612573,5
20231,1535017,5
76563,1535017,5
79496,1535017,5
84071,1535017,5
87960,1535017,5
9683,1535017,5
63901,7636721,5
107746,470899,5
72498,423480,4
27560,423480,5
9911,423480,5
1587,423480,5
32906,423480,4
12698,423480,5
12834,423480,5
23824,423480,5
63964,423480,5
9050,423480,5
23598,423480,5
107128,423480,5
14654,13624121,5
89418,13624121,5
118704,13624121,5
123565,13624121,5
34527,423480,5
9800,423480,5
35416,423480,5
58787,423480,5
88707,1337737,5
19452,627801,5
14654,11015813,5
89418,11015813,5
118704,11015813,5
40849,11015813,4
34076,58163448,5
1412,2802019,5
14654,13624118,5
89418,13624118,5
118704,13624118,5
128090,38143336,5
34818,38143336,5
117368,38143336,5
665,446984,5
114521,446984,5
31488,446984,5
52829,446984,5
45382,446984,5
127221,446984,5
86742,446984,5
31827,446984,5
119574,16129414,5
9521,16129414,5
78207,16129414,5
53108,16129414,4
114578,16129414,5
96710,16129414,5
73642,16129414,5
82277,1817637,5
35691,1817637,4
64807,1817637,5
43245,1817637,4
2750,1817637,5
76524,31954825,5
116772,31954825,5
110106,31954825,5
95067,31954825,5
60112,2612567,5
37140,2612567,5
72126,2612567,5
48670,49659437,5
20726,49659437,5
46544,49659437,5
12545,49659437,5
76563,49659437,5
63587,49659437,5
3750,49659437,5
32241,49659437,5
7854,3735109,5
20231,1535019,5
76563,1535019,5
79496,1535019,4
84071,1535019,5
9683,1535019,5
3443,901828,4
72126,901828,5
109107,712043,5
76563,12385895,5
65023,12385895,5
112056,12385895,5
75337,12385895,5
90422,32593153,4
21325,4221971,5
15120,457300,5
38467,457300,5
79919,457300,5
5584,457300,5
36454,457300,5
62701,457300,5
7854,457300,5
107733,457300,5
4534,2247293,5
95319,2247293,3
18906,419718,5
22033,419718,4
10890,419718,5
10104,419718,5
35691,1817639,4
64807,1817639,5
82277,1817639,5
90719,1817639,5
9537,1817639,5
43245,1817639,5
2750,1817639,5
51538,58709387,5
56353,58751181,5
9481,21585241,5
17093,568140,4
55358,568140,5
85810,10578077,5
80462,10578077,5
51538,19884258,5
1349,398846,5
51538,398846,5
84285,2916525,5
63996,19773267,5
50172,19773267,5
34527,49002477,5
49856,10738196,1
56147,10738196,5
33128,10738196,4
43515,10738196,4
73642,10738196,5
60612,10738196,5
27205,972399,4
84285,972399,5
32871,972399,5
66783,972399,4
194,972399,5
9481,21585245,5
164,10572204,5
63996,10572204,5
116772,458391,5
96394,458391,5
18906,17048323,5
85592,20700736,5
13629,54018431,5
15786,54018431,5
45133,54018431,5
2750,54018431,5
21382,54018431,5
13012,1577243,5
72126,19790428,5
76524,7918036,5
88707,7918036,5
17093,7918036,5
6940,7918036,5
34308,7918036,5
38596,4221559,5
25707,4221559,5
92570,4221559,4
94976,4221559,5
38135,4221559,5
53270,22371563,5
91213,22371563,5
15171,22371563,5
14654,13624127,5
89418,13624127,5
118704,13624127,5
123565,13624127,5
118185,967209,5
20738,967209,5
62494,967209,5
107746,967209,4
30296,967209,5
42309,967209,5
25318,967209,5
33128,10738178,4
43515,10738178,4
123995,10738178,5
73545,35191885,4
34818,35191885,5
72410,47464751,5
86923,52491439,5
20224,8021467,5
96570,20844745,5
79757,20844745,5
118185,51286715,5
34527,51286715,5
116419,33543701,5
6940,33543701,5
31601,33543701,5
24831,33543701,5
128090,54006738,5
96394,54006738,5
19931,54006738,5
119325,54006738,5
119325,51409053,5
23824,495353,5
48036,495353,5
69464,495353,5
113826,495353,5
128090,57520293,5
31488,36984389,5
74922,36984389,5
194,12327749,5
42003,12327749,2
56147,12327749,5
18906,1910663,5
53864,1910663,3
19277,1910663,4
1631,1910663,5
1587,1910663,5
32423,1910663,5
25318,1910663,5
110106,1910663,5
15171,1910663,5
35691,1817631,4
43245,1817631,5
11881,1817631,5
38467,447845,5
2011,447845,5
7722,447845,5
12555,447845,5
534,447845,3
42003,447845,4
23636,447845,5
16232,447845,5
83374,11713388,5
92880,55187166,5
7890,415645,4
51538,415645,5
41227,57220063,5
28674,8470206,4
6807,10738190,4
66066,10738190,5
54096,10738190,5
56147,10738190,5
123995,10738190,5
34308,603331,5
90422,19724386,5
117375,7918034,5
17767,434866,5
22033,434866,4
8139,434866,5
107128,434866,5
73150,434866,5
126300,434866,5
76524,15264907,5
27071,15264907,5
55358,15264907,5
56789,12120883,5
7583,12120883,5
124139,12120883,5
5785,373763,4
118270,373763,5
105955,373763,5
2090,373763,5
3443,373763,4
109130,373763,5
124139,373763,5
42309,373763,5
81669,373763,5
90719,373763,5
128090,10640991,5
124457,10640991,5
122482,10640991,5
33128,10640991,5
53471,10640991,5
2090,439906,5
28211,439906,5
65369,439906,5
1587,10641031,5
122473,10738188,5
49856,10738188,1
33128,10738188,4
43515,10738188,5
73642,10738188,4
123995,10738188,5
7583,49549964,5
120005,470709,5
8156,51040335,5
14657,51040335,5
48036,51040335,5
80392,51040335,5
29384,51040335,5
58903,51040335,5
27429,51040335,5
13420,51040335,5
19230,51040335,5
10737,51040335,4
50643,51040335,5
37143,51040335,5
69148,51040335,5
9213,704707,5
22033,704707,4
34988,704707,4
116772,16284288,5
82876,16284288,5
25707,38541791,5
37140,38541791,5
90422,11413616,5
107746,11413616,4
120005,11413616,5
81627,11413616,4
113186,11413616,4
82277,7125309,5
60112,7125309,5
89109,7125309,5
37140,7125309,5
82476,7125309,5
65369,2805781,5
69925,17032454,5
85213,17032454,4
33408,17032454,4
40758,10920477,5
50363,10920477,5
120005,603276,5
34308,603276,5
82277,537793,4
90719,537793,4
124139,685878,5
92382,860768,4
123286,14100920,4
95067,14100920,5
81122,14100920,5
76524,22725442,5
15992,15634588,5
68221,15634588,5
119574,15634588,5
9521,15634588,5
96710,15634588,5
96841,15634588,5
73642,15634588,5
7854,1057438,5
53118,2210863,5
14657,2210863,4
120202,3734909,5
40849,3734909,4
7854,3734909,5
107746,558666,5
7499,558666,5
48821,860778,5
33165,860778,4
48456,860778,5
24274,860778,5
114263,860778,5
95187,860778,5
13629,860778,5
100572,860778,5
84313,860778,5
32423,860778,5
2100,860778,2
39495,860778,5
90422,8470218,5
65023,2732717,5
70567,2732717,5
33408,2732717,4
129060,2732717,4
59143,2732717,5
42309,443629,5
133332,600326,5
79600,600326,5
74356,8470168,5
91213,8470168,4
46544,49002487,5
34527,49002487,5
32692,12383727,4
65023,12383727,5
129060,12383727,4
113724,55074315,5
101109,55074315,5
12555,434863,4
56289,434863,5
118704,434863,5
106114,434863,5
15120,457285,4
41569,457285,5
79919,457285,5
44259,457285,5
10890,457285,5
62701,457285,5
91700,457285,4
36454,457285,3
107733,457285,5
76524,15265240,5
128090,15265240,5
125568,15265240,4
62701,15265240,5
6807,12385894,5
32692,12385894,4
79496,12385894,3
88317,12385894,5
70567,12385894,5
60112,7125317,5
12704,7125317,4
89109,7125317,4
48670,7239259,5
80462,7239259,5
56353,33543721,4
178,33543721,3
13979,33543721,5
46544,33543721,5
132853,33543721,5
59546,33543721,5
79830,33543721,5
23824,33543721,5
38135,4056403,5
32423,10737029,5
72597,10737029,5
120202,10737029,5
90422,10737029,5
75337,10737029,4
36454,10737029,5
53471,10737029,5
16232,10737029,5
124279,55089997,5
96277,55089997,5
99092,55089997,5
55394,55089997,5
121326,55089997,5
46544,53095591,5
118185,53095591,5
128090,53095591,4
34527,53095591,5
90422,11413613,5
120005,11413613,5
122438,11413613,4
81627,11413613,4
15992,14770656,5
9521,14770656,5
114578,14770656,5
96710,14770656,5
96841,14770656,5
112056,51491977,5
54096,51491977,5
30885,51491977,5
53108,51491977,4
73642,51491977,5
87274,499140,5
64374,499140,5
117038,499140,3
66783,6640561,2
58787,63587076,5
7659,15186768,5
90422,15186768,5
84301,15186768,5
7583,1337731,5
12704,1337731,5
130854,1337731,5
116679,17032460,5
120005,17032460,5
32692,17032460,5
119574,15634598,5
54096,15634598,5
30885,15634598,5
83374,15634598,5
68221,15634598,5
49856,15634594,1
111726,15634594,3
9521,15634594,5
109516,15634594,5
30885,15634594,5
68221,15634594,5
92673,15634594,5
116876,8307669,4
38596,8307669,5
60591,8307669,3
2090,8307669,5
44839,8307669,4
44840,8307669,5
115159,8307669,5
100572,8307669,5
64997,8307669,5
106904,8307669,5
21325,8307669,5
129136,8307669,5
124218,8307669,5
43515,8307669,5
82664,8307669,5
15120,457244,4
60591,457244,5
5584,457244,5
79919,457244,5
44259,457244,5
62701,457244,5
53953,457244,5
36454,457244,5
107733,457244,5
15424,488352,5
62807,488352,5
6106,488352,5
82277,38110714,5
44259,38110714,5
48036,55074317,5
51734,55074317,5
30255,55074317,5
49873,55074317,5
115772,55074317,5
13420,55074317,5
21582,55074317,5
22518,55074317,5
65887,55074317,5
10737,55074317,5
129104,55074317,5
19931,55074317,5
76866,55074317,5
45589,55074317,5
90334,11413619,5
70567,11413619,5
107128,434865,5
6029,434865,5
116772,42877486,5
38135,42877486,5
32692,12385893,4
65023,12385893,5
128760,12385893,4
88317,12385893,5
70567,12385893,5
69925,23207337,5
63996,23207337,5
65369,51491969,4
10498,51491969,5
7659,16422556,1
111726,16422556,5
6940,1445373,5
124579,1445373,5
53471,1445373,5
15941,450735,3
15840,450735,5
5785,450735,4
3443,450735,4
127028,58533767,4
15786,33543699,5
74880,33543699,5
47718,33543699,4
16451,10930944,5
25707,806660,5
19452,806660,5
32423,806660,5
43241,806660,5
73545,806660,4
6940,806660,5
10890,806660,5
88448,806660,5
95067,806660,5
41725,806660,5
90719,806660,5
116772,32737049,5
95067,32737049,5
23598,32737049,5
38135,32737049,5
8699,322295,5
3415,322295,5
122473,322295,5
114346,322295,5
133397,322295,2
53471,322295,5
123798,383329,5
78309,383329,4
89757,383329,5
486,383329,5
65369,33034995,5
79600,33034995,5
77039,53249478,5
55565,53249478,5
80529,53249478,5
34308,22135953,5
51538,506387,5
15992,7125315,5
82277,7125315,5
72126,7125315,5
60112,7125315,5
24537,7125315,5
36454,3670575,5
48918,27960131,5
113186,27960131,5
6807,9771452,5
32692,9771452,2
112056,9771452,5
42309,9771452,4
88317,9771452,5
70567,9771452,3
2090,580457,5
124139,580457,5
34988,580457,5
61027,580457,5
87960,580457,5
92214,580457,5
125453,580457,5
27033,431079,4
7722,431079,4
2011,431079,5
5798,431079,4
16612,431079,5
3415,431079,5
12555,431079,5
6106,431079,5
534,431079,3
88524,431079,5
43241,431079,4
27205,431079,5
23636,431079,2
53953,431079,5
10104,431079,3
9130,431079,4
30885,58931411,5
78207,58931411,5
53108,58931411,4
110889,863703,5
8139,863703,5
15171,863703,5
50172,863703,5
8953,863703,4
40849,6528855,5
36454,6528855,5
84617,6528855,5
32692,9771458,3
194,9771458,5
9683,9771458,5
42309,9771458,5
88317,9771458,5
6807,42116006,5
12391,42116006,5
116419,42116006,5
6940,42116006,5
63883,42116006,5
31601,42116006,5
65630,42116006,5
24831,42116006,5
92673,42116006,5
42003,614878,3
15171,614878,5
94440,4472583,1
76563,4472583,5
79496,4472583,3
88317,4472583,5
27205,27957156,5
46544,27957156,5
80462,27957156,5
10498,27957156,5
23598,27957156,5
15171,27957156,5
124218,27957156,5
66783,27957156,3
16232,27957156,5
18906,569276,3
117368,569276,5
19452,569276,5
18906,4317417,5
53471,4317417,5
90422,4317417,5
88524,50440388,3
7659,50440388,5
61027,50440388,5
62807,50440388,5
109107,417836,5
8953,417836,3
30296,52672778,5
40849,6541219,5
36454,6541219,5
84617,6541219,5
18906,1020669,5
58707,1020669,5
36168,1020669,5
100310,1020669,5
63996,1020669,5
6940,1020669,3
48907,1020669,4
13979,1020669,5
44365,1020669,5
122482,1020669,5
9800,1020669,5
11881,1020669,5
90422,24467226,5
133332,50904570,5
110106,53720980,5
76563,53720980,4
12545,53720980,5
86923,41125514,5
116986,27589910,5
23824,27589910,5
53953,27589910,5
26763,7076385,5
83374,7076385,5
74922,22051315,5
75337,22051315,5
63996,22051315,5
122482,60833238,5
40849,41134223,5
47192,41134223,5
36454,41134223,5
1412,41134223,5
116772,22135939,5
96394,22135939,5
53270,22135939,5
17093,22135939,5
97692,7491461,4
41017,7491461,2
81455,7491461,5
86535,7491461,5
43163,7491461,4
56149,56691465,5
67566,56691465,5
76063,56691465,5
45133,56691465,5
66134,56691465,5
45480,56691465,5
116772,11194584,5
16451,11194584,5
32333,50766763,5
66479,50766763,5
41227,50766763,5
15120,457214,4
18236,457214,5
79919,457214,5
5584,457214,5
62701,457214,5
36454,457214,5
7854,457214,5
107733,457214,5
115202,532320,5
110889,532320,4
36454,532320,5
132520,532320,5
27205,2732719,3
75337,2732719,5
112056,2732719,5
33408,2732719,4
88317,2732719,5
88524,37873530,5
128090,37873530,5
75337,37873530,4
34308,37873530,5
60112,7125325,5
12704,7125325,5
89109,7125325,2
24537,7125325,5
37140,7125325,5
43241,860770,5
54914,860770,5
3443,860770,5
81627,860770,3
66783,6640311,2
76563,2732723,5
70567,2732723,5
129060,2732723,4
88317,2732723,5
73545,35191888,4
34818,35191888,5
85603,35191888,4
32692,9771456,4
128760,9771456,4
94440,9771456,3
120202,9771456,5
79496,9771456,2
88317,9771456,5
112712,50904588,5
8573,46932182,5
73826,46932182,5
92625,46932182,5
68494,19499744,5
120202,19499744,5
53471,19499744,5
50172,19499744,5
15992,16085867,5
119574,16085867,5
9521,16085867,5
109516,16085867,5
114578,16085867,5
83374,16085867,5
122833,4060883,5
84301,4060883,5
16232,4060883,5
15120,457279,4
51941,457279,3
56353,457279,5
79919,457279,5
62701,457279,5
36454,457279,5
7854,457279,5
107733,457279,5
53118,2210861,5
27337,2210861,5
14657,2210861,4
60339,2210861,5
73642,2210861,5
27164,58931417,4
12297,457289,5
15120,457289,5
60710,457289,5
79919,457289,5
34308,457289,5
62701,457289,5
36454,457289,5
107733,457289,5
90422,13359663,5
120202,13359663,5
29063,13359663,4
53471,13359663,5
36454,13359663,5
43245,13359663,5
72597,13359663,5
9688,1697665,5
34818,1697665,5
121638,1697665,5
117368,1697665,5
88448,1697665,4
128090,1697665,5
131221,1697665,5
27205,27962195,5
17239,27962195,5
46544,27962195,5
80462,27962195,5
44565,27962195,5
23598,27962195,5
15171,27962195,5
87960,27962195,5
66783,27962195,4
16232,27962195,5
6761,365801,2
33165,365801,4
534,365801,3
69925,365801,5
84301,365801,4
23896,365801,4
23636,365801,5
34988,59235442,5
27033,442772,4
7722,442772,5
15424,442772,3
2011,442772,3
51088,442772,3
534,442772,3
12555,442772,4
2604,442772,4
16612,442772,5
17239,442772,5
56289,442772,5
65023,442772,5
92382,442772,5
38467,442772,5
47197,374106,5
91122,374106,5
8139,374106,5
31988,374106,5
70567,374106,5
120005,11413610,5
90422,11413610,5
72126,11413610,5
81627,11413610,4
120202,25733167,5
62807,63516905,5
7583,63516905,5
56147,58342212,5
15424,365795,5
69925,365795,5
23896,365795,5
534,365795,3
81627,365795,4
87960,365795,5
117368,19662182,5
91705,19662182,5
17093,19662182,5
112712,19662182,5
23896,365798,5
534,365798,3
69925,365798,5
84301,365798,4
81627,365798,4
87960,365798,5
69925,34951684,5
104154,799015,5
36454,2438647,5
84285,11194580,5
17239,11194580,5
100980,11194580,5
32692,11194580,5
76563,11194580,5
15171,11194580,5
7499,11194580,5
52075,5065907,5
11881,5065907,5
34988,59235440,5
7583,59235440,5
7659,4890797,5
10498,4890797,5
66783,4890797,4
7499,4890797,5
127267,10690919,4
40758,2916523,5
99744,2916523,2
56289,2916523,4
72126,2916523,5
80462,2916523,5
126801,2916523,5
112712,2916523,5
16232,2916523,5
113186,2916523,5
48456,11683671,5
87225,11683671,5
51101,11683671,5
50771,687486,3
35289,687486,5
15938,687486,4
52829,687486,5
83353,687486,5
68523,687486,5
93871,687486,5
53118,36470292,5
64807,36470292,5
5584,36470292,5
92625,36470292,5
9213,806542,5
19452,806542,5
100980,806542,5
73545,806542,4
88524,806542,5
32423,806542,5
6940,806542,5
32241,806542,5
16451,806542,5
95067,806542,5
41725,806542,5
53953,806542,4
64396,10012192,4
9481,10012192,5
15120,457272,4
91700,457272,5
79919,457272,5
7854,457272,5
36454,457272,5
107733,457272,5
75181,21853795,4
118840,21853795,5
37140,21853795,5
36454,21853795,5
117368,21853795,5
118185,21853795,5
6807,21853795,5
132961,21853795,5
12704,21853795,5
130854,21853795,5
