0,1
53270,"[1670619, 32737026, 396937, 14643411, 11194574, 806366, 806542, 11194580, 585192, 1446609]"
91213,"[539923, 585165, 481515, 38363504, 2716771, 888211, 997549, 7435647, 573720, 21670749]"
56289,"[369946, 11194588, 431079, 400017, 417637, 3034995, 396937, 806660, 2879385, 447845]"
88524,"[400017, 442772, 396937, 447845, 2916523, 27962195, 400013, 584048, 450861, 27957156]"
72126,"[2612569, 2612565, 7125309, 7125325, 21853795, 2612573, 7125313, 3034995, 2612571, 7125303]"
131996,"[4314245, 3048355, 3494975, 3020371, 6547599, 6547595, 6547587, 4313695, 1600103, 1667313]"
9077,"[2916523, 7125307, 27962195, 27957156, 54378885, 21853795, 56758251, 7125315, 11194574, 49311355]"
113186,"[431079, 442772, 400017, 377644, 400013, 414645, 447845, 399804, 425939, 450865]"
34988,"[5399871, 5466947, 5399879, 5399887, 4628751, 13359663, 32221494, 507147, 13105198, 584048]"
119325,"[1446609, 584048, 10920495, 626886, 806542, 507147, 57905701, 57905705, 806660, 13419678]"
55358,"[32737026, 4780917, 11194574, 1670619, 49459947, 13407561, 396937, 729226, 10920495, 11194580]"
3750,"[50072452, 11194574, 806366, 27962195, 11194580, 13407561, 806542, 44618901, 4780917, 10920495]"
108161,"[444749, 440945, 58062996, 541680, 58444772, 55645536, 56701308, 66452057, 54747226, 58695876]"
103974,"[437336, 463800, 48035334, 541696, 58062996, 541705, 49204099, 541680, 54003386, 541690]"
79136,"[463800, 444749, 446539, 450291, 461524, 448845, 469704, 541687, 541696, 541705]"
52494,"[49550302, 20936418, 57761618, 58063032, 9948021, 58359665, 59402594, 19662194, 14053724, 57979766]"
12391,"[66452057, 56730475, 59144124, 442036, 60878132, 443868, 440945, 437336, 438469, 463800]"
114449,"[66452057, 56730475, 442036, 60878132, 437336, 443868, 438469, 440945, 58695876, 67872213]"
82888,"[49204091, 60179260, 58695876, 56730475, 55298778, 62686750, 24490036, 575950, 68423755, 37410507]"
4870,"[437336, 443868, 442036, 438469, 58062996, 463800, 444749, 450291, 440945, 446539]"
3551,"[58444772, 54003386, 54747226, 49204099, 56730475, 442036, 443868, 60878132, 437336, 438469]"
14654,"[5399867, 5399871, 5466947, 5399883, 5399887, 5399879, 571115, 571113, 6471225, 10738198]"
89418,"[5399871, 5399867, 5466947, 5399883, 5399887, 5399879, 13624115, 13624111, 13624125, 6471225]"
118704,"[5399867, 5399871, 5466947, 5399883, 5399887, 5399879, 571115, 571113, 6471225, 58627102]"
29063,"[11015813, 15212372, 4628751, 13624121, 13624127, 10738198, 32221494, 13624118, 6471225, 3734909]"
123565,"[5399871, 5466947, 5399867, 15212372, 11015813, 5399883, 5399887, 5399879, 13624115, 13624118]"
128090,"[35283863, 50440317, 21853795, 52789367, 806542, 7918036, 10920495, 806660, 32737026, 49204091]"
99744,"[442772, 431079, 27962195, 400017, 417637, 414645, 447845, 11194574, 27957156, 377644]"
20231,"[17032462, 17032442, 17032458, 17032455, 11194574, 11194580, 27962195, 4200865, 9771458, 2732723]"
76563,"[17032462, 17032442, 17032455, 806366, 1535021, 9771458, 12385894, 12385893, 27962195, 9771452]"
79496,"[17032442, 17032455, 9771458, 11194574, 2732723, 9771452, 12385893, 11194580, 2732717, 806366]"
87960,"[17032462, 17032458, 17032455, 11194574, 1535019, 474165, 11194580, 4200865, 433040, 5399867]"
2011,"[400013, 425939, 414645, 367793, 511298, 369231, 426595, 434868, 369946, 396937]"
5798,"[417637, 442772, 377644, 399804, 425939, 442778, 447845, 450861, 442774, 442782]"
534,"[417637, 377644, 367793, 426595, 511298, 391900, 475828, 369231, 434868, 442783]"
19368,"[10733036, 11713424, 10862928, 10733038, 10862745, 10861829, 11713404, 39909008, 11713416, 52788072]"
56147,"[11228095, 10738194, 10738188, 16085854, 16129414, 11255086, 11228097, 11255075, 15634588, 11255084]"
8699,"[46009013, 48963465, 16556248, 423480, 15333732, 19628957, 45053463, 12629906, 31523046, 8126225]"
114346,"[48629556, 626519, 687486, 349574, 625084, 349669, 596833, 340145, 577075, 580142]"
53471,"[8835133, 8835155, 12574279, 8835146, 10383904, 8835137, 8835143, 8835157, 8307669, 10803132]"
122473,"[37865684, 396937, 584048, 46009013, 507147, 48963465, 423480, 44640276, 28075780, 806542]"
16232,"[806366, 442772, 431079, 584048, 400017, 11194580, 806542, 417637, 414645, 3071851]"
2604,"[431079, 417637, 399804, 425939, 447845, 442782, 450861, 447869, 450865, 391900]"
53118,"[7958730, 1670617, 38363504, 48659055, 40752445, 7982628, 369946, 56365400, 626886, 25072609]"
92880,"[55298778, 53545654, 1527079, 32832104, 1028804, 11419483, 47321853, 47321855, 24490036, 1717559]"
60710,"[8886007, 3304875, 3287699, 899429, 859057, 4780917, 369946, 888553, 1476937, 575950]"
16451,"[806366, 584048, 10920495, 11194574, 396937, 32737026, 806660, 1910663, 11194580, 1020669]"
41569,"[457244, 457279, 457214, 457300, 457289, 457272, 58437176, 457257, 40750238, 10920495]"
41725,"[10920495, 584048, 806366, 1446609, 507147, 396937, 57905697, 19792256, 54809911, 27957156]"
73150,"[520337, 520330, 520318, 17944546, 50440315, 54120846, 49463318, 10379313, 10142496, 50269973]"
83374,"[16129414, 15634588, 11255086, 11255084, 11713390, 11713386, 15634594, 14770656, 51491977, 44640289]"
119574,"[11228097, 11713386, 15634594, 51491975, 14770656, 51491977, 3241599, 10738180, 10738182, 11502573]"
9521,"[15634598, 51491975, 3241599, 51491977, 55074313, 40750238, 10738180, 10738182, 11502573, 10738196]"
96710,"[16085867, 11255084, 15634598, 51491975, 15634594, 51491977, 10738180, 10738182, 55074313, 11502573]"
7583,"[48613094, 7125307, 575950, 35283863, 584048, 425731, 2612569, 7125321, 2612575, 2612565]"
65630,"[43262261, 11821909, 11821905, 11821907, 11821901, 11821899, 36727163, 11821897, 11821903, 35170705]"
19277,"[2852297, 35191892, 2393619, 9695881, 1565657, 6691209, 51244265, 5112975, 423480, 45663835]"
44365,"[423480, 1738471, 13901884, 509618, 52207306, 403896, 429873, 429875, 3793707, 425731]"
9800,"[425731, 47161869, 33543689, 16084263, 33758313, 56094203, 44017480, 49204091, 16691749, 50440317]"
89757,"[373763, 342637, 888553, 626886, 539923, 429150, 45663008, 19349145, 11194588, 49317816]"
66066,"[45663008, 10738180, 10738196, 8835159, 10738186, 10738188, 37411897, 11228095, 56692532, 13316246]"
14657,"[8835155, 8835151, 8835137, 8835157, 10640593, 8835143, 8307669, 861364, 10761888, 10383904]"
65736,"[55505592, 38385436, 37865684, 60179270, 43262261, 58973114, 46009013, 42594214, 48963465, 44640272]"
90422,"[1670617, 1600103, 538422, 4437135, 36727163, 54813734, 22725674, 1704327, 5399871, 10005245]"
69925,"[17032442, 17032455, 5399867, 17032462, 912420, 22725674, 433040, 17032458, 12405720, 538422]"
120202,"[48592472, 32221494, 433040, 17032455, 12405720, 580457, 10738198, 573648, 17032442, 13624115]"
107746,"[912420, 17032442, 17032462, 17032455, 4628751, 433040, 17032458, 13105198, 5399867, 11194574]"
31988,"[8835131, 8835133, 8835157, 12574279, 8835151, 8835137, 8835155, 8835143, 8835146, 8307669]"
50010,"[429150, 403896, 35191892, 510486, 470058, 1660829, 4940239, 480849, 457285, 457289]"
104154,"[1670619, 396937, 44618901, 7823310, 49459947, 13407561, 806542, 32737026, 585192, 58339054]"
82277,"[7125321, 7125325, 7125313, 21853795, 2612573, 2612571, 10581200, 50072452, 7125303, 7125305]"
60112,"[21853795, 10581200, 467815, 48362492, 29830424, 54682252, 48399097, 1817639, 626886, 1337731]"
